"read","assigned_region"
"4e27d046-23a8-485e-be14-64c2af97b30a","chr9_telo_1"
"4e481986-1c02-490a-b2eb-a0071f424ce1","chr5_telo_1"
"4e507668-20bf-4e05-8cb0-a4dfe18d8e31","chr9_telo_2"
"4e65a40b-dc74-4f4b-8733-2714cd57c657","chr12_telo_2"
"4e7853b6-11cc-40f4-9ed3-2c8624088fc5","chr4_telo_2"
"4e7eb447-9279-45ed-a3d9-59d7bf281770","chr7_internal_1"
"4e978612-67e3-495b-8a6a-7a675471ef97","chr4_internal_0"
"4ea9086f-6ad7-48b9-8d67-db4035fe49ff","chr8_telo_1"
"4ead7268-cd4d-43a1-9230-d98244ef7408","chr7_internal_1"
"4ec0d9d7-5590-4de0-be66-ca8c014e6045","chr6_telo_2"
"4f026a15-00bd-492c-b0d4-f2a33109d8ab","chr5_telo_1"
"4f1a3ef2-7577-4703-a978-10597fba5cde","chr4_internal_0"
"4f2fd088-828d-4e21-bc74-3066aa4cb1c3","chr9_telo_2"
"4f4c8f05-e23a-4cf7-845f-e68f1094c899","chr4_internal_1"
"4f50fc69-7b7b-4a22-868d-13ef2f261f9a","chr10_telo_1"
"4f7dd894-ca6b-404e-9f8b-bff4c28d1712","chr10_telo_2"
"4f929e46-b7a8-4ddb-a4a2-bc192effa267","chr4_internal_1"
"4fc09ea0-f406-46e8-a7b5-131c371d7348","chr6_internal_1"
"4fed5210-fbb6-4548-b1b0-7c48b200e422","chr6_telo_1"
"500a6d17-d73e-4015-9bbd-3e329db8b8c9","chr6_internal_1"
"5017b991-154d-4632-84dc-55bac7c70ce3","chr9_telo_2"
"5029c68a-7dfa-4ade-84cf-41f0e0c254ef","chr4_internal_1"
"502b32e8-40ae-48af-a877-afdb30ff7fa5","chr12_internal_1"
"50328b2f-1871-43f9-b739-944d2f8c3169","chr4_internal_1"
"50537688-49a2-4f45-8705-b54b36f05454","chr1_telo_1"
"506f0d95-eedc-434e-a5ce-00923c7b7017","chr6_telo_1"
"50704675-3834-4870-8117-ecfe549fb5d6","chr1_telo_1"
"5078caab-1b43-4a44-958e-494c0ad6fa8d","chr7_telo_2"
"508a8fb4-82c7-49c5-b338-eab3cf3ffbe9","chr10_telo_2"
"50c07e76-0eda-4d76-a654-eb35d9cda2e7","chr5_telo_1"
"50c8f934-20ae-4aac-a0b8-43c8d3756b2a","chr2_telo_2"
"51006385-2693-44b9-981a-380be63bc038","chr5_telo_2"
"51203608-fc22-4f58-b5c2-5c0a3d62f417","chr2_telo_1"
"5125c3c8-3810-4cfa-83da-e6aea417ed4a","chr7_telo_2"
"5160382d-f3af-44a7-89bd-c0429477c7d2","chr12_internal_2"
"5174b40a-60f6-4eda-b4fd-694effa1eea5","chr4_telo_1"
"51857572-d5d1-4d21-b189-febf1c86d7c8","chr12_internal_2"
"519650d6-f445-4686-a72d-5363351de35b","chr1_telo_1"
"519e8486-ec71-4ca6-b9d0-4f8fd8eac843","chr13_telo_1"
"51cb0196-c6cd-4c38-9a78-d4508f2f2e75","chr6_internal_1"
"51fd9583-4c27-4d52-8d32-88a82b6a96d8","chr4_internal_1"
"52224c0d-e6e4-4e7f-b337-4bba60bd0af1","chr4_internal_0"
"5227d817-8e06-44f0-a091-679a73654eb4","chr4_internal_0"
"523c077d-c2e0-47fb-9d8a-52e937675a30","chr7_internal_1"
"52423a3a-e6e6-41ad-8f6b-212aae319490","chr13_telo_1"
"5257c6ec-f9c7-452e-ad32-4697728f875c","chr4_internal_1"
"5287df27-fb86-4da6-a300-96673e415271","chr12_telo_1"
"528a33d6-4d1d-4b2f-b95c-8d58f817c0ac","chr4_internal_2"
"52a99230-e289-4671-8232-5e6c96d8ce29","chr11_telo_1"
"52b3fcd4-0355-46fc-853b-7d443f107f0a","chr6_internal_1"
"52dddc0b-0add-4770-aaf9-92c4e5cf3c75","chr6_internal_1"
"52e80b03-6a5c-4a25-99cd-a4a767ea6a48","chr4_internal_2"
"5307a81c-edcc-4978-bef3-1b8e8da3c570","chr2_telo_1"
"530e3b62-cf09-4953-bf83-e557cf4b1fc9","chr12_internal_2"
"532c8014-35cc-4851-abfc-df0b0dd82f66","chr12_internal_1"
"5380d4e2-4b15-4073-9593-97e55bf3232b","chr7_internal_1"
"5387817c-090a-42cc-9a3f-34b21bba2d08","chr7_internal_1"
"53d398ee-550f-45a3-b418-c57c3273f8d6","chr7_internal_1"
"53d87c0f-b050-42ca-8e5b-d22165f41d04","chr7_telo_2"
"53f69407-dcd3-49ed-8fbf-57052aabf7d4","chr5_telo_2"
"54657706-a067-4b5a-9f36-9a7f7d6f25c7","chr1_telo_2"
"54a3b2c5-2303-4859-b10d-910839c32fca","chr7_internal_1"
"54c9f0b7-fd28-4ac4-b753-3b2ff57b810b","chr4_telo_2"
"54f1b68d-a6a7-4c7e-b439-e4a167234a59","chr12_telo_1"
"54f5a2cc-622a-425f-97ee-d5054980c474","chr4_internal_1"
"5524feec-962c-4f9d-8827-d2161a0b7a94","chr4_internal_0"
"552e0889-6b88-47b3-9547-1c88dee41c39","chr5_telo_2"
"5541343a-31d8-4b6e-8ecd-4e523586de5b","chr12_telo_2"
"554a2409-72ec-4a55-9c41-8cf752f908fd","chr11_telo_1"
"5575f19d-a810-4a8d-a13e-c5b739238e3a","chr4_internal_1"
"55800e98-6cab-4dc1-82d3-1fe181f47412","chr7_telo_2"
"558b2ebd-43ab-4a64-8c70-d84c9ecc77e0","chr12_internal_1"
"55b57d0b-c95e-40f1-9296-359528f05890","chr6_internal_1"
"55ca6fbb-6815-491d-a240-9420307ac9a3","chr7_telo_2"
"561ac6bd-e748-4926-86ba-0da608af63b7","chr12_telo_2"
"561dd45d-066c-4981-8bcb-7c6d2db18f7f","chr4_telo_2"
"562b32f1-51ac-4eb7-9903-8917230f14e9","chr9_telo_2"
"56419070-5f6c-4184-a3a5-195b439d8a63","chr8_telo_1"
"565f19b1-7dd7-40bc-bd57-f03764433f41","chr1_telo_1"
"5666f82c-2fb5-4469-adb9-dcdd00ca19de","chr12_telo_2"
"56849dc9-2798-4684-b421-cc0de5b9a562","chr12_telo_2"
"56868d5b-dd6a-4d6b-912e-8e2593173137","chr4_telo_1"
"56b4a898-0f2b-4e5b-b8d5-4afed4dd598b","chr6_internal_1"
"56c8149b-7124-499e-8a2b-9fc2748f4617","chr6_telo_2"
"56dbc00b-ff1b-45a0-aa34-bbb31b10e518","chr7_internal_1"
"56eb8030-7dbe-4f7b-9404-d942df978954","chr9_telo_1"
"571aa6ae-557a-49ad-ae99-22cdfa90d369","chr7_internal_1"
"57281ab4-b78c-4326-b24a-820cd9e7485c","chr4_internal_0"
"572c8dc0-ec20-4988-aabb-f2e837e59d87","chr4_internal_1"
"573a100a-5669-467d-8484-9f5c800bcf6f","chr7_telo_2"
"5761fbbc-6543-4751-a00d-8361ceb6e907","chr4_telo_1"
"5784377a-0cc8-44f1-9eac-e4d19643a2fa","chr4_internal_2"
"579a1cff-0cb6-4897-8539-b97af016a10c","chr11_telo_1"
"57be0000-560b-44f5-a809-1963cbf1f95f","chr12_internal_2"
"57d08e7c-042d-4fd5-bcb5-751947ae6b31","chr8_telo_2"
"57dfe37c-9378-4b21-98f6-a0cfd16a8215","chr8_internal_1"
"57eb1277-14ea-4503-bdc0-33c5c1886067","chr10_telo_2"
"5803da6c-d6ee-4f11-a9fc-d8f32e19bebb","chr5_telo_2"
"5812b1c7-381c-49c6-877a-3a997e1d2b2b","chr9_telo_1"
"5849c87d-fe28-44f8-9652-3111c0585b14","chr5_telo_2"
"584de1d1-6ba1-471f-b52e-c17b9c829e13","chr12_internal_2"
"5863b788-0de1-4137-926b-f996c09a43f0","chr8_telo_1"
"586869dc-b97e-4271-83ed-bdfe82886ddd","chr11_telo_2"
"58a83147-6228-4bdc-b021-8f1622c82fa0","chr12_internal_2"
"58bb916a-b1a3-4dcb-b379-5c44edf61052","chr4_internal_0"
"58c05736-a74b-41d7-a5d7-e42d25c703f0","chr1_telo_1"
"58de3ea1-fd61-4e2e-be72-bb874cb1399a","chr12_internal_2"
"58ea3602-1a81-42e0-8004-ac9ac8144019","chr8_telo_1"
"591f8a79-d3a9-49a0-aa67-92f815b56ed1","chr7_internal_1"
"5924c600-3aab-4f1d-8cc9-f5bf32ee836b","chr10_telo_2"
"5930728b-a3bc-4b0e-8522-d4e1cc9c2fea","chr8_telo_1"
"5944e20b-bb16-43d9-b93b-0441afcec753","chr3_telo_2"
"595b256f-05f2-4cf8-a902-d4ab0306f857","chr7_internal_1"
"5967dfca-a732-4c18-afcc-d52f4794435a","chr12_internal_2"
"59d14093-6dd6-48fe-b4fb-c59fc218a5a0","chr9_telo_2"
"59d933fa-08ad-4b07-afc9-7ee829198797","chr11_telo_2"
"5a084534-2137-4ba5-9e85-d8f268f4d8c6","chr12_internal_2"
"5a150fb3-b014-429a-a778-a7b5fa36e245","chr1_telo_1"
"5a16e25d-b977-4591-aa4d-fc725aad97ec","chr7_internal_1"
"5a1dd650-05d1-495b-9a91-e9067a9588a6","chr9_telo_1"
"5a34c838-6c26-415c-beef-e856583e3296","chr12_internal_2"
"5a57d24e-67f7-4346-875a-b949694320f8","chr11_telo_2"
"5a58bf1b-9f05-415d-8ec0-5a3ff1eb2d1c","chr4_internal_1"
"5a640ac0-c296-4c49-ab58-ee6d90421d5d","chr3_telo_2"
"5a6cfa53-6a65-476f-896b-2aee1fd89838","chr3_telo_2"
"5a74bb72-890a-4f81-aa09-954dbf77ec0e","chr10_telo_2"
"5a90a734-114f-452c-95cf-8bed35f93f9f","chr11_telo_1"
"5a92abe3-0d1b-44fb-83af-bc0bac2639e1","chr11_telo_1"
"5ac1dbbc-fdc4-4176-840c-c26f99ef158c","chr4_internal_1"
"5ae8794e-198c-44d6-b5b2-db3c721ae285","chr9_telo_1"
"5b156d83-f2bd-405c-b3b5-dc70aa96cc28","chr10_telo_1"
"5b19fb92-fd8e-4dc3-b8c1-fd9d569e9600","chr6_telo_2"
"5b2a7acd-fccb-428c-8c2f-5bc6c7b03afc","chr12_telo_2"
"5b60db64-b0f1-46a0-ac86-0a5a44ede330","chr4_internal_0"
"5b81d9f1-bcb2-4be7-bc7a-44dbffe9bfc0","chr3_telo_1"
"5b99e6d5-0c4e-42c4-8fd9-ca7cc24526c1","chr12_internal_2"
"5ba8d5b2-0092-4a51-99db-fbf337af42f0","chr6_telo_1"
"5bb2b928-a6a9-45f4-a03e-230a07979c3b","chr8_telo_1"
"5bb9d8f6-a589-41cb-8ae1-fb7e74fe65ce","chr3_telo_2"
"5bc4f9f4-2306-444d-9463-1ce8460a486d","chr7_internal_1"
"5bd60437-4145-4a4e-beb5-c2cf607ff8f7","chr8_telo_2"
"5be909ec-e45c-465b-849f-ed80cc282a46","chr4_internal_0"
"5c019b3b-e00a-41cf-b3e9-fc3c70a53475","chr4_internal_0"
"5c17c01c-c168-4623-8ca8-93e68e08364a","chr10_telo_1"
"5c18c53d-375d-4c9a-af86-4af5b7e7f523","chr12_internal_2"
"5cd4528d-a8c7-47d2-819f-952dc2b39c08","chr11_telo_1"
"5cdf3836-b729-409f-b6e5-7d45f8208e2e","chr8_telo_1"
"5ce1ff33-81fe-4cd2-b012-4e08fd8af930","chr12_internal_1"
"5ce986fe-f864-4ab6-bcbb-36c1ab2a9000","chr11_telo_1"
"5cf5910b-4f26-4541-8a46-0ae54552ae3d","chr12_internal_1"
"5d098863-6bb7-4ded-96f5-5717f0d3b991","chr5_telo_2"
"5d2f228a-86ba-4ce0-9d18-ddc24b0728e8","chr1_telo_2"
"5d42ae55-c780-4abc-be24-03f2bb3f12c7","chr8_telo_2"
"5d5ac12b-3d39-4faf-9181-db6ea18a51c3","chr4_internal_1"
"5d7bd0dd-7b50-4fe7-a2ca-684a442123c3","chr4_internal_0"
"5d93a77e-2f14-4b21-b791-6fbcb77767b3","chr4_telo_1"
"5db42b1d-b98f-4b2e-8d84-d08d80854bde","chr12_telo_1"
"5dc7c376-74db-431d-88c5-6fa21f947e32","chr1_telo_1"
"5dcb00e0-9a42-4341-b856-bcd9ccd7ed77","chr2_telo_1"
"5dd09c9d-c5c0-4d24-9df5-d7278106ef3f","chr9_telo_2"
"5dd5311d-7d66-4a83-9de0-fc65c5741a88","chr9_telo_2"
"5e007d66-b46d-4c03-b270-10518aac2548","chr7_telo_2"
"5e1f1b8f-1e8f-42eb-af3e-60d9f8e163e4","chr5_telo_2"
"5e6f459a-8cac-446b-9b65-c51c7b18c871","chr4_internal_0"
"5e7cc40f-b7b9-4895-9d93-8b701897fe8a","chr3_telo_2"
"5ea6e071-34e7-49ad-9d95-80bc7ee5149f","chr8_telo_2"
"5eaf6da6-7e49-4619-af66-95bc3c9e8851","chr2_telo_2"
"5ebc35bd-c8c8-402b-895a-04af047a7b51","chr12_telo_2"
"5ed733e0-de43-4d1c-801e-1874a6da08c6","chr4_internal_1"
"5edcd50d-7881-4142-b10b-5b6b351a1193","chr2_telo_1"
"5f08114b-e704-4bba-9f9a-e1fe856a7275","chr6_telo_2"
"5f0c64cb-daae-46ab-a480-87831c378d1a","chr4_internal_0"
"5f1033d9-b71e-4e10-a301-54df7caad5c6","chr13_telo_1"
"5f11bbcf-b6e4-43cd-9f33-43f00e453abc","chr6_telo_1"
"5f123ba5-7376-4106-8caf-a20ef3ec01d1","chr7_internal_1"
"5f2b0aa0-b20a-48a2-b097-91bfb6e98a87","chr2_telo_1"
"5f53df7e-5095-4048-821c-34ea9ab032ce","chr7_internal_1"
"5f661f4a-d33e-42be-aab4-74af732c8256","chr12_internal_2"
"5fa461ab-8738-48e1-8328-5e4ce8094764","chr6_internal_1"
"5fa7921d-76e3-4b54-9422-4e460e45d537","chr7_internal_1"
"5fd3a18e-90d8-40ea-a3fd-448e969fa3db","chr9_telo_1"
"5fd785a5-24b0-4559-9bc4-6b15fc6d3e6c","chr6_telo_2"
"5fe72275-cbc2-49bb-b66c-63796f25d599","chr3_telo_2"
"5ff2844f-3250-45a4-a9d1-c19480c1f4ca","chr6_internal_1"
"5ffd8dc4-c8d8-4d9b-a20a-f2db5f391f2d","chr10_telo_2"
"5ffedb53-4cc3-4a88-b5ad-5aa09292d4ce","chr8_internal_1"
"6050754a-c1b5-4355-9dd0-d6db2c145ce8","chr11_telo_1"
"60827320-bf64-4495-8669-ca54e1fb7e56","chr10_telo_2"
"6086e521-6b6e-4f50-ba82-ba09158e717e","chr11_telo_1"
"609d9260-d7f8-4071-ab13-5761d2988ebd","chr7_telo_2"
"60b55978-1869-4e3d-91db-1488950a5280","chr4_internal_2"
"60cf38ae-8595-4ceb-9c63-24bc1bd5b006","chr8_internal_1"
"60d37107-1822-4529-b05b-eec1b442334c","chr4_internal_1"
"60dfcfc7-085f-412f-847f-b44f34ddde04","chr4_internal_1"
"60e7b14e-1cb6-42aa-a986-b2deee56cabc","chr7_telo_2"
"61142e30-913d-4277-90a2-540803494fe0","chr6_telo_2"
"611ea3c0-8148-4ac9-b5e3-243832a4e47f","chr7_telo_2"
"61368289-763b-4a20-999e-1a7e2f800f05","chr12_telo_1"
"61393f65-827a-4cc7-80bd-efc102808354","chr2_telo_1"
"613cc08b-48d1-4dff-895f-e3b0f61c429a","chr12_telo_2"
"61910559-c725-4e3b-b966-245be3a71aeb","chr7_internal_1"
"61975c4b-c127-45f0-b647-275ae327ba70","chr7_telo_2"
"619cafbc-8cd7-42ab-9eb2-9af1061d775a","chr7_telo_2"
"61cace67-0387-49ca-8c57-a7ac433eab45","chr13_telo_2"
"61f0f908-cfd9-4c56-aaf9-fa884aea836a","chr7_telo_2"
"61f127e9-bb0f-4c59-8f2b-048375803089","chr6_telo_1"
"61f625e7-9d92-41da-9bf4-a0103d2c9f76","chr4_telo_1"
"61fed68b-dd7c-47ed-8252-d911da10611c","chr8_internal_1"
"62174dad-f317-4b7f-a5b0-50f0d5753c57","chr6_telo_1"
"6218eb2d-542e-442c-b918-0042550b391f","chr6_telo_1"
"622484f8-d907-41ea-b5f4-35bf359f0680","chr3_telo_2"
"6237c877-9cfb-4565-b3c9-82ca8b96da35","chr8_telo_1"
"624f6523-fde0-465d-baf1-e81304cfa641","chr6_telo_2"
"62c76659-9371-4d6c-a2cf-239eea2fc34e","chr5_telo_1"
"62cbf251-85e4-4ef1-887b-297a5aa7a7fc","chr2_telo_2"
"62d7bf0a-20a5-4cd8-ad85-e2ac83463629","chr4_internal_2"
"62e03527-8e78-411a-8db7-f77683946d66","chr4_internal_0"
"62eaae98-6774-4ad8-9873-56b88df4da9c","chr11_telo_1"
"62ec2507-3d54-4e1e-847c-86d70cc0c8cc","chr7_internal_1"
"62f075fa-3fc3-45e2-aa95-7baf57e5be34","chr6_telo_1"
"630f92ac-b0b9-4611-a3d7-9f7cc625c93c","chr10_telo_2"
"632817c9-12dc-443d-84cf-8478122ae8c0","chr10_telo_2"
"6362798d-b26b-4e41-ab94-06c1d8b80ee3","chr4_internal_1"
"637d2b51-a1b0-43d7-9748-cf7ec95b0b76","chr4_internal_0"
"638804ca-1180-4dbf-8092-f59cd43d8108","chr10_telo_2"
"638aa1cc-ceda-40d1-a17e-fde47ba25592","chr4_internal_0"
"63f1f3b4-6265-48a9-9db8-ea06ef00bb27","chr6_telo_2"
"640da72c-8345-416d-93e0-6871968dccd4","chr3_internal_0"
"6435ab80-fe22-4aed-8759-b12c2eb7eaf6","chr4_internal_2"
"644051b3-174f-49dd-a96d-9f40b8ceb55f","chr6_telo_1"
"64562d2f-0847-4c16-97c1-c9d82fb6e899","chr9_telo_2"
"645ccc0d-86d8-4acc-b487-bab21c476247","chr9_telo_1"
"64657313-4817-402b-b5ab-8f0d9eaf7d38","chr6_internal_1"
"647b83f6-8c7f-4f75-bc89-504d3c65d67a","chr8_telo_2"
"64801d19-53e9-48d1-b496-1453f6e0dd61","chr11_telo_1"
"64aa8428-b607-4a47-bdf4-91adacccf2f2","chr5_telo_2"
"64b45102-b463-40f2-b936-5233b2ac9fa0","chr11_telo_2"
"64ba4809-83c8-4be6-ab9d-add82ad66b96","chr8_telo_1"
"64bbcae2-bf75-44a9-87ba-48c399b122b8","chr9_telo_2"
"65083f5b-341c-4243-9666-d5a0def88fde","chr2_telo_1"
"6521f630-c792-4b25-8c5c-c7569c69ba6d","chr2_telo_2"
"653835bc-89ea-41c5-aa33-f5a8e4bc02c6","chr4_internal_1"
"6542d117-5b21-4e8c-896d-5f11665d35de","chr6_internal_1"
"655ec372-d40a-4688-865e-0fff202ead98","chr7_telo_2"
"65ac3470-205a-496e-8e5f-3203d7f5b898","chr4_telo_2"
"65d19299-4357-4ff7-84a7-8604a3edd38d","chr4_internal_1"
"660389ff-dd5c-43e5-bd43-97769adc1082","chr12_internal_1"
"66280175-b3fd-4d49-a234-963160fe26a9","chr10_telo_1"
"66361437-cce7-456a-b2a1-559bb0b37060","chr10_telo_1"
"664fdd61-9af8-4024-8212-2632a9279618","chr3_telo_2"
"665a3093-2fdc-4425-9b57-273881b424e5","chr9_telo_2"
"6667dc1f-329c-447d-8629-3fbf8973527a","chr6_telo_2"
"66864eec-dfc6-4853-9986-4bcfe5d14040","chr8_telo_1"
"66aab3b5-7c7c-44c6-95f4-5b0496c18429","chr7_internal_1"
"66b77d3e-39c8-4292-9acb-22a58d05f92a","chr5_telo_2"
"67087618-83a1-47ec-9c0f-c9b8de51802e","chr11_telo_2"
"671d579c-eaf4-4f70-8a69-092e978d4815","chr2_telo_1"
"67248cfd-e38d-45d8-bb77-dc3272000316","chr10_telo_1"
"673b856e-4c7a-4b50-8844-faa7f64459c5","chr12_telo_1"
"674b4309-5809-477e-95a8-822d1f91922c","chr5_telo_1"
"67bb84c2-bf2e-4bda-9d13-4b2b30b89361","chr4_internal_1"
"67c5a0e8-b498-4387-85ac-0a2c9d3d176b","chr7_internal_1"
"67ee67bc-829e-48e2-91ce-cbb5b9979060","chr4_internal_0"
"67ef9ba3-35ed-4747-8e19-e80ef9f7e432","chr6_telo_1"
"67f1883e-6922-44ed-a12b-1a46470b717c","chr6_telo_2"
"6804da35-eead-4b3b-817d-5e5ee9c8283e","chr12_telo_2"
"682817b8-3353-4106-b772-01ca922c813f","chr7_telo_1"
"68467ed9-7637-4123-b88f-9b996b99550a","chr4_internal_2"
"687f60dc-db47-4fa0-8ba3-d9551d8a2973","chr12_telo_2"
"6884f881-df3a-4366-8c77-2ba5a3df2034","chr2_telo_2"
"688c7e24-696b-41d2-bde3-9c844ee6b806","chr2_telo_1"
"68b66df1-604a-4edf-88e5-91e131d86806","chr9_telo_1"
"68bd62d9-ccb5-4ea0-8848-92ef671af40b","chr7_telo_1"
"68ded92c-88a6-4e5a-ab00-20ff0688d2cf","chr13_telo_1"
"68fb1f67-32a8-486d-ab0c-7130baab0b90","chr5_telo_2"
"6902ebd9-5915-489d-b901-ba20a8b31dcc","chr6_telo_1"
"69198eca-4d08-47f2-9bf7-f3337bde078f","chr10_telo_2"
"6922e8a4-d0f1-4bb9-9fcb-bf42c5ca2d2c","chr1_telo_2"
"6928a42b-d102-4d71-96ee-010b536826b7","chr8_telo_1"
"692e90c3-f73a-4e3a-83a4-eda8f334a7b7","chr5_telo_2"
"696bb173-c7d5-4a44-935c-9c612adf747c","chr11_telo_1"
"6983dc4e-e457-4c75-b437-4ad77afc4e4c","chr6_telo_2"
"6986f293-d614-475f-920a-58005988d610","chr7_internal_1"
"69c42423-5321-410f-a9a7-16c1a653106e","chr12_telo_1"
"69caa64e-e081-4130-a3ba-606a3b02cafc","chr2_telo_2"
"69e1c8ed-be47-426d-9ce1-2e293ca7d6ae","chr7_internal_1"
"69e65436-623c-4b40-a4ee-d8e77d4bbef7","chr13_telo_1"
"69fc197e-e209-49d1-8991-4c702333eaba","chr9_telo_2"
"6aa3518a-bbf8-47b5-9bad-6e14d6b410dd","chr12_telo_2"
"6ac750e4-d7f8-4c15-bea7-52ffa3656abe","chr12_telo_2"
"6ac80945-171f-419c-851d-b9e03e6ccd18","chr13_telo_1"
"6ae15ca2-29df-4a63-a147-6a7a498876a0","chr6_telo_2"
"6aef8f10-cbf6-4fee-a672-c55efd4695eb","chr8_internal_1"
"6af7e28c-8cb8-43ee-afb3-b4d6bd579f3b","chr11_telo_2"
"6afd4a5b-e6c8-424f-84ac-0f9eeb370911","chr4_internal_1"
"6b13fcc1-81f1-4baf-b057-b378d7b39486","chr3_telo_1"
"6b1955ab-8e92-405e-8e03-c6bab9aa201c","chr2_telo_1"
"6b1f73d9-6a97-43d7-b221-4b5c7454bd96","chr4_internal_1"
"6b348a50-069c-4475-a572-b98823d6418b","chr11_telo_1"
"6b52943c-b401-448c-9aa9-59cd9919cc7b","chr4_internal_1"
"6b53cb6b-f80e-40a8-b609-537acd1309e1","chr8_telo_2"
"6b7adbcf-6e3f-473b-aa92-02031eabb64e","chr4_internal_1"
"6bce02ec-e5c2-4ddb-b29b-8300e2fe5826","chr8_telo_2"
"6becff87-ed49-4cf5-ad3c-323f426b0ca9","chr6_internal_1"
"6bfdeb9d-e1da-4ea4-950f-87c5e972c5ee","chr12_telo_1"
"6c0fa3ab-0e1d-46ff-a8fb-ef9c6bc0c83b","chr4_internal_2"
"6c321180-87b3-452f-8817-47dbdb511600","chr7_internal_1"
"6c935850-603f-4da8-a04f-e7556b970a13","chr13_telo_1"
"6cce70a9-cd6c-45c3-b320-21843e27eacf","chr1_telo_1"
"6cd47959-33e5-44bb-8453-9c01d9e5f232","chr13_telo_1"
"6cec4c8b-5a13-4e78-82ce-eaab1761f4b4","chr11_telo_1"
"6cec7f27-6c14-4933-84b3-72768f4a60e0","chr12_telo_2"
"6d12981a-4bfe-44c7-af4b-2e624e531882","chr8_telo_1"
"6d1e771b-f7c2-41a5-8435-28c639ce23dd","chr6_internal_1"
"6d323e0c-1b9c-46eb-889a-5a1f7186e576","chr12_telo_2"
"6d40a34d-e1d4-4016-b372-5ddef8f86ce9","chr5_telo_1"
"6d438332-7f9f-4614-ae68-020e38e01386","chr7_telo_1"
"6d4daffa-5d36-403e-b54a-fbcc47883d0a","chr6_telo_2"
"6d571d37-14cc-41ea-8c41-6e31ca4fe23a","chr12_internal_1"
"6d81964c-9d1a-4b60-bf27-a5d28bf5bffa","chr3_telo_1"
"6d94c81b-1db2-493b-937b-cf41c3568b2a","chr12_telo_2"
"6d9e15a7-2c54-49c3-aa04-02cf2dfd2474","chr12_internal_1"
"6da14837-7528-4b5e-ab41-b08a8ded7231","chr2_telo_1"
"6de8d052-0238-4cc5-b2dc-0830c54cae21","chr11_telo_2"
"6df370ac-3b62-4326-9aeb-867a330ab4ea","chr4_internal_2"
"6e00e76e-5108-441a-b383-1b0f60dab550","chr12_internal_2"
"6e6e7b2b-ea88-41b3-bc59-093df73caab2","chr9_telo_2"
"6e7d8680-a90e-419b-8fbc-2da6df3a2883","chr4_internal_1"
"6e83a630-3c57-48a0-b910-b7dfe73beb77","chr7_telo_1"
"6e8cfe46-55d7-4591-92be-bfdf9f1b88a1","chr7_internal_1"
"6eb510d8-f5c1-4df2-9750-a1dd532c8cff","chr1_telo_2"
"6ec9130e-3892-433b-854c-73be055b38c2","chr12_telo_1"
"6ee9941e-a4d1-4975-addd-45888fc60c38","chr6_telo_1"
"6efe78c4-7e86-462e-a2b8-d1809be7cad4","chr9_telo_1"
"6efe8bfc-7f8d-416b-83bf-025cc7853413","chr1_telo_1"
"6f0e49d3-b7a1-4b54-b3c2-c4cbbf0991b1","chr1_telo_1"
"6f2a329e-a6e7-4353-b6df-7fd1e8827178","chr8_telo_2"
"6f2b32f3-b80d-4999-b4ad-ea4cf8c72808","chr8_telo_2"
"6f411a8a-73d4-443b-9978-e82904d98f3f","chr4_internal_1"
"6f4999a4-efcc-4f86-b6a6-a74dd27880fc","chr8_telo_2"
"6f623fe1-1a31-4cfd-9a0f-9935d19ae19e","chr8_telo_2"
"6fa01979-ca55-401f-8798-d489334871bb","chr6_telo_1"
"6fd5afb7-bd2f-42aa-843e-949a560ef3be","chr8_telo_1"
"6fe4a1ea-dbfb-434e-a14f-ae7803a344b4","chr12_telo_1"
"6ff7892b-8642-4215-bd76-ac2ab6921d23","chr12_telo_2"
"7076a5cc-c460-4a09-abea-9b3bb1755065","chr6_telo_2"
"70a4c498-f454-4a44-b264-77d39abf172d","chr6_internal_1"
"70b888ee-36f1-4caf-9b0e-cbae080e0180","chr2_telo_2"
"70be73b6-c8f6-46d3-81ff-a0bfc55ece4b","chr10_telo_2"
"70c45483-5ba7-4cb0-9c72-d69c275aadcb","chr13_telo_1"
"70d21d7a-bda6-4300-b40b-e376b8283ff6","chr4_internal_2"
"70d98fdc-3228-4099-bbff-9a25f70972bf","chr2_telo_1"
"70ecc039-2f11-4c0d-a200-b986aad4d8be","chr13_telo_2"
"71100bbf-209f-4654-abea-27adf1cf7e5c","chr3_telo_1"
"71210287-b6a8-4124-a9f1-cf4308d02649","chr13_telo_1"
"7131a9de-49bc-4691-ac6e-489d7ad149e6","chr1_telo_2"
"715f33ce-a0cc-45ad-a3df-9d67c4e10b76","chr8_telo_1"
"715ffee0-9806-4254-9e69-2408f1d8e91d","chr13_telo_2"
"71bc26bb-9a93-474d-8ad1-5e3106fe763b","chr7_internal_1"
"71da9767-8e7c-40bd-8c73-cc0961511374","chr1_telo_2"
"71fd6497-aa34-4d54-8c31-42a3128f6716","chr4_internal_1"
"723d8c1f-4b17-4aa7-a361-91287cb7a4d6","chr8_telo_2"
"7259dfdf-8ded-4981-8086-b511b0aa636a","chr1_telo_1"
"725ebe51-d2f7-4e40-bfd2-5a5adeba7a7d","chr7_internal_1"
"72b87348-ac70-47ca-baeb-622056eb7759","chr12_internal_2"
"72b907ce-ee7c-4d16-982a-917ac18844b6","chr5_telo_2"
"72cc8ebf-56de-40b4-a1ee-df29f6bb92c0","chr12_telo_2"
